training-example,training-instance-global,training-instance-local,token,label:thematic,label:token
47,554,48,in,fam:siblings,t:person:LOCATED_IN
47,555,49,Ger,fam:siblings,t:location:NAME
47,556,50,",",fam:siblings,t:DELIMITER
47,557,51,1,fam:siblings,t:person:NUMBER
47,558,52,Sis,fam:siblings,t:person:SISTERS
47,559,53,in,fam:siblings,t:person:LOCATED_IN
47,560,54,[,meta:parenthetical,meta:parenthetical
47,561,55,Ardsley,meta:parenthetical,meta:parenthetical
47,562,56,],meta:parenthetical,meta:parenthetical
47,563,57,Sophia,fam:siblings,t:person:NAME
47,564,58,",",fam:siblings,t:DELIMITER
47,565,59,1,fam:siblings,t:person:NUMBER
47,566,60,Mary,fam:siblings,t:person:NAME
47,567,61,in,fam:siblings,t:person:LOCATED_IN
47,568,62,Ger,fam:siblings,t:location:NAME
47,569,63,",",delimiter:thematic,delimiter:thematic
47,570,64,Single,subj:marital-status,t:person:IS_SINGLE
47,571,65,-,delimiter:thematic,delimiter:thematic
47,572,66,see,meta:record-reference,t:meta:SEE
47,573,67,48,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,574,68,",",meta:record-reference,t:DELIMITER
47,575,69,1485,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,576,70,",",meta:record-reference,t:DELIMITER
47,577,71,2575,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,578,72,",",meta:record-reference,t:DELIMITER
47,579,73,3193,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,580,74,",",meta:record-reference,t:DELIMITER
47,581,75,4613,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,582,76,",",meta:record-reference,t:DELIMITER
47,583,77,5655,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,584,78,",",meta:record-reference,t:DELIMITER
47,585,79,5754,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,586,80,",",meta:record-reference,t:DELIMITER
47,587,81,5857,meta:record-reference,t:meta:ACCOUNT_NUMBER
47,588,82,END,END,END
48,589,0,START,START,START
48,590,1,In,account:note,t:UNKNOWN
48,591,2,Trust,account:note,t:UNKNOWN
48,592,3,for,account:note,t:UNKNOWN
48,593,4,Mary,account:note,t:person:NAME
48,594,5,",",account:note,t:DELIMITER
48,595,6,Catherine,account:note,t:person:NAME
48,596,7,&,account:note,t:DELIMITER
48,597,8,Elizabeth,account:note,t:person:NAME
48,598,9,Garrick,account:note,t:person:NAME
48,599,10,END,END,END
49,600,0,START,START,START
49,601,1,No,meta:no-remarks,t:meta:NO_REMARKS
49,602,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
49,603,3,END,END,END
50,604,0,START,START,START
50,605,1,German,subj:native-of,t:person:HAS_NATIONALITY
50,606,2,21,subj:age,t:person:AGE_YEAR
50,607,3,Yrs,subj:age,t:person:AGE
50,608,4,old,subj:age,t:person:AGE
50,609,5,-,delimiter:thematic,delimiter:thematic
50,610,6,Going,subj:biographical-note,t:UNKNOWN
50,611,7,to,subj:biographical-note,t:UNKNOWN
50,612,8,Milwaukee,subj:biographical-note,t:UNKNOWN
50,613,9,END,END,END
51,614,0,START,START,START
51,615,1,No,meta:no-remarks,t:meta:NO_REMARKS
51,616,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
51,617,3,END,END,END
52,618,0,START,START,START
52,619,1,Lived,subj:residence-info,t:residential:FORMERLY_LOCATED_AT
52,620,2,at,subj:residence-info,t:residential:FORMERLY_LOCATED_AT
52,621,3,the,subj:residence-info,t:location:NAME
52,622,4,corner,subj:residence-info,t:location:NAME
52,623,5,of,subj:residence-info,t:location:NAME
52,624,6,Sherriff,subj:residence-info,t:location:NAME
52,625,7,and,subj:residence-info,t:location:NAME
52,626,8,Stanton,subj:residence-info,t:location:NAME
52,627,9,St,subj:residence-info,t:location:NAME
52,628,10,and,subj:residence-info,t:UNKNOWN
52,629,11,3,subj:residence-info,t:UNKNOWN
52,630,12,mos,subj:residence-info,t:UNKNOWN
52,631,13,Since,subj:residence-info,t:UNKNOWN
52,632,14,-,delimiter:thematic,delimiter:thematic
52,633,15,Has,subj:biographical-note,t:UNKNOWN
52,634,16,Just,subj:biographical-note,t:UNKNOWN
52,635,17,Returned,subj:biographical-note,t:UNKNOWN
52,636,18,from,subj:biographical-note,t:UNKNOWN
52,637,19,Washington,subj:biographical-note,t:UNKNOWN
52,638,20,City,subj:biographical-note,t:UNKNOWN
52,639,21,-,delimiter:thematic,delimiter:thematic
52,640,22,Has,subj:biographical-note,t:UNKNOWN
52,641,23,been,subj:biographical-note,t:UNKNOWN
52,642,24,to,subj:biographical-note,t:UNKNOWN
52,643,25,see,subj:biographical-note,t:UNKNOWN
52,644,26,Her,subj:biographical-note,t:UNKNOWN
52,645,27,Parents,subj:biographical-note,t:UNKNOWN
52,646,28,at,subj:biographical-note,t:UNKNOWN
52,647,29,Fredricksburgh,subj:biographical-note,t:UNKNOWN
52,648,30,Va,subj:biographical-note,t:UNKNOWN
52,649,31,-,delimiter:thematic,delimiter:thematic
52,650,32,A,subj:marital-status,t:person:IS_WIDOWED
52,651,33,Widow,subj:marital-status,t:person:IS_WIDOWED
52,652,34,END,END,END
53,653,0,START,START,START
53,654,1,No,meta:no-remarks,t:meta:NO_REMARKS
53,655,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
53,656,3,END,END,END
54,657,0,START,START,START
54,658,1,No,meta:no-remarks,t:meta:NO_REMARKS
54,659,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
54,660,3,END,END,END
55,661,0,START,START,START
55,662,1,No,meta:no-remarks,t:meta:NO_REMARKS
55,663,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
55,664,3,END,END,END
56,665,0,START,START,START
56,666,1,20,subj:age,t:person:AGE_YEAR
56,667,2,yrs,subj:age,t:person:AGE
56,668,3,old,subj:age,t:person:AGE
56,669,4,END,END,END
57,670,0,START,START,START
57,671,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
57,672,2,of,subj:native-of,t:rel:IS_NATIVE_OF
57,673,3,Ire,subj:native-of,t:location:NAME
57,674,4,",",delimiter:thematic,delimiter:thematic
57,675,5,His,fam:children,t:subj:IS_MAN
57,676,6,Son,fam:children,t:person:SON
57,677,7,Thos,fam:children,t:person:NAME
57,678,8,is,fam:children,t:rel:IS_NATIVE_OF
57,679,9,Nat,fam:children,t:rel:IS_NATIVE_OF
57,680,10,of,fam:children,t:rel:IS_NATIVE_OF
57,681,11,Ireland,fam:children,t:location:NAME
57,682,12,-,delimiter:thematic,delimiter:thematic
57,683,13,Works,subj:occupation,t:work:WORKS_FOR
57,684,14,with,subj:occupation,t:work:WORKS_FOR
57,685,15,W,subj:occupation,t:work:EMPLOYER_NAME
57,686,16,R,subj:occupation,t:work:EMPLOYER_NAME
57,687,17,Dewhurst,subj:occupation,t:work:EMPLOYER_NAME
57,688,18,Co,subj:occupation,t:work:EMPLOYER_NAME
57,689,19,&,delimiter:thematic,delimiter:thematic
57,690,20,Is,subj:marital-status,t:person:IS_SINGLE
57,691,21,Single,subj:marital-status,t:person:IS_SINGLE
57,692,22,-,delimiter:thematic,delimiter:thematic
57,693,23,Mo,fam:parents,t:person:MOTHER
57,694,24,dead,fam:parents,t:person:IS_DEAD
57,695,25,Ann,fam:parents,t:person:NAME
57,696,26,Collins,fam:parents,t:person:NAME
57,697,27,END,END,END
58,698,0,START,START,START
58,699,1,No,meta:no-remarks,t:meta:NO_REMARKS
58,700,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
58,701,3,END,END,END
59,702,0,START,START,START
59,703,1,21,subj:age,t:person:AGE_YEAR
59,704,2,yrs,subj:age,t:person:AGE
59,705,3,old,subj:age,t:person:AGE
59,706,4,-,delimiter:thematic,delimiter:thematic
59,707,5,Parents,fam:parents,t:person:PARENTS
59,708,6,live,fam:parents,t:residential:CURRENTLY_LIVING_AT
59,709,7,in,fam:parents,t:residential:CURRENTLY_LIVING_AT
59,710,8,Germany,fam:parents,t:location:NAME
59,711,9,has,subj:biographical-note,t:person:LOCATED_IN
59,712,10,been,subj:biographical-note,t:person:LOCATED_IN
59,713,11,in,subj:biographical-note,t:person:LOCATED_IN
59,714,12,Am,subj:biographical-note,t:location:NAME
59,715,13,about,subj:biographical-note,t:time:ABOUT
59,716,14,1,subj:biographical-note,t:time:DURATION_VALUE
59,717,15,year,subj:biographical-note,t:time:DURATION_YEAR
59,718,16,END,END,END
60,719,0,START,START,START
60,720,1,No,meta:no-remarks,t:meta:NO_REMARKS
60,721,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
60,722,3,END,END,END
61,723,0,START,START,START
61,724,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
61,725,2,of,subj:native-of,t:rel:IS_NATIVE_OF
61,726,3,Lisloran,subj:native-of,t:location:NAME
61,727,4,",",subj:native-of,t:location:NAME
61,728,5,Co,subj:native-of,t:location:NAME
61,729,6,Tippy,subj:native-of,t:location:NAME
61,730,7,",",subj:native-of,t:location:NAME
61,731,8,Ire,subj:native-of,t:location:NAME
61,732,9,-,delimiter:thematic,delimiter:thematic
61,733,10,Arr,subj:emigration-event,t:emigration:ARRIVED
61,734,11,NY,subj:emigration-event,t:location:NAME
61,735,12,Jun,subj:emigration-event,t:time:MONTH
61,736,13,16,subj:emigration-event,t:time:DATE
61,737,14,",",subj:emigration-event,t:DELIMITER
61,738,15,1846,subj:emigration-event,t:time:YEAR
61,739,16,-,delimiter:thematic,delimiter:thematic
61,740,17,Arr,subj:emigration-event,t:emigration:ARRIVED
61,741,18,per,subj:emigration-event,t:emigration:VIA
61,742,19,ship,subj:emigration-event,t:emigration:VIA
61,743,20,Regulus,subj:emigration-event,t:emigration:VESSEL
61,744,21,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
61,745,22,LP,subj:emigration-event,t:location:NAME
61,746,23,[,meta:parenthetical,meta:parenthetical
61,747,24,Is,meta:parenthetical,meta:parenthetical
61,748,25,Mar,meta:parenthetical,meta:parenthetical
61,749,26,to,meta:parenthetical,meta:parenthetical
61,750,27,Ellen,meta:parenthetical,meta:parenthetical
61,751,28,Hackett,meta:parenthetical,meta:parenthetical
61,752,29,",",meta:parenthetical,meta:parenthetical
61,753,30,b,meta:parenthetical,meta:parenthetical
61,754,31,.,meta:parenthetical,meta:parenthetical
61,755,32,Feb,meta:parenthetical,meta:parenthetical
61,756,33,22,meta:parenthetical,meta:parenthetical
61,757,34,",",meta:parenthetical,meta:parenthetical
61,758,35,1834,meta:parenthetical,meta:parenthetical
61,759,36,",",meta:parenthetical,meta:parenthetical
61,760,37,New,meta:parenthetical,meta:parenthetical
61,761,38,York,meta:parenthetical,meta:parenthetical
61,762,39,",",meta:parenthetical,meta:parenthetical
61,763,40,Fa,meta:parenthetical,meta:parenthetical
61,764,41,Jno,meta:parenthetical,meta:parenthetical
61,765,42,Hackett,meta:parenthetical,meta:parenthetical
61,766,43,",",meta:parenthetical,meta:parenthetical
61,767,44,Mo,meta:parenthetical,meta:parenthetical
61,768,45,Cath,meta:parenthetical,meta:parenthetical
61,769,46,_,meta:parenthetical,meta:parenthetical
61,770,47,],meta:parenthetical,meta:parenthetical
61,771,48,3,fam:children,t:person:NUMBER
61,772,49,Ch,fam:children,t:person:CHILDREN
61,773,50,-,delimiter:thematic,delimiter:thematic
61,774,51,see,meta:record-reference,t:meta:SEE
61,775,52,62,meta:record-reference,t:meta:ACCOUNT_NUMBER
61,776,53,",",meta:record-reference,t:DELIMITER
61,777,54,2833,meta:record-reference,t:meta:ACCOUNT_NUMBER
61,778,55,",",meta:record-reference,t:DELIMITER
61,779,56,9494,meta:record-reference,t:meta:ACCOUNT_NUMBER
61,780,57,[,meta:parenthetical,meta:parenthetical
61,781,58,Note,meta:parenthetical,meta:parenthetical
61,782,59,;,meta:parenthetical,meta:parenthetical
61,783,60,All,meta:parenthetical,meta:parenthetical
61,784,61,accounts,meta:parenthetical,meta:parenthetical
61,785,62,differ,meta:parenthetical,meta:parenthetical
61,786,63,on,meta:parenthetical,meta:parenthetical
61,787,64,Townland,meta:parenthetical,meta:parenthetical
61,788,65,],meta:parenthetical,meta:parenthetical
61,789,66,END,END,END
17001,790,0,START,START,START
17001,791,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
17001,792,2,of,subj:native-of,t:rel:IS_NATIVE_OF
17001,793,3,London,subj:native-of,t:location:NAME
17001,794,4,",",delimiter:thematic,delimiter:thematic
17001,795,5,[,meta:parenthetical,meta:parenthetical
17001,796,6,England,meta:parenthetical,meta:parenthetical
17001,797,7,],meta:parenthetical,meta:parenthetical
17001,798,8,per,subj:emigration-event,t:emigration:VIA
17001,799,9,ship,subj:emigration-event,t:emigration:VIA
17001,800,10,Wm,subj:emigration-event,t:emigration:VESSEL
17001,801,11,Stetson,subj:emigration-event,t:emigration:VESSEL
17001,802,12,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
17001,803,13,LP,subj:emigration-event,t:location:NAME
17001,804,14,-,delimiter:thematic,delimiter:thematic
17001,805,15,Is,fam:spouse,t:rel:HAS_SPOUSE
17001,806,16,Mar,fam:spouse,t:rel:HAS_SPOUSE
17001,807,17,to,fam:spouse,t:rel:HAS_SPOUSE
17001,808,18,Bridget,fam:spouse,t:person:NAME
17001,809,19,Heffernan,fam:spouse,t:person:NAME
17001,810,20,-,delimiter:thematic,delimiter:thematic
17001,811,21,1,fam:children,t:person:NUMBER
17001,812,22,Ch,fam:children,t:person:CHILDREN
17001,813,23,Thos,fam:children,t:person:NAME
17001,814,24,[,meta:parenthetical,meta:parenthetical
17001,815,25,Trinity,meta:parenthetical,meta:parenthetical
17001,816,26,Pl,meta:parenthetical,meta:parenthetical
17001,817,27,",",meta:parenthetical,meta:parenthetical
17001,818,28,in,meta:parenthetical,meta:parenthetical
17001,819,29,the,meta:parenthetical,meta:parenthetical
17001,820,30,Collins,meta:parenthetical,meta:parenthetical
17001,821,31,Building,meta:parenthetical,meta:parenthetical
17001,822,32,],meta:parenthetical,meta:parenthetical
17001,823,33,END,END,END
18002,824,0,START,START,START
18002,825,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
18002,826,2,Dromore,subj:native-of,t:location:NAME
18002,827,3,",",subj:native-of,t:location:NAME
18002,828,4,Co,subj:native-of,t:location:NAME
18002,829,5,Tyrone,subj:native-of,t:location:NAME
18002,830,6,",",subj:native-of,t:location:NAME
18002,831,7,Ire,subj:native-of,t:location:NAME
18002,832,8,-,delimiter:thematic,delimiter:thematic
18002,833,9,Arr,subj:emigration-event,t:emigration:ARRIVED
18002,834,10,Sep,subj:emigration-event,t:time:MONTH
18002,835,11,1835,subj:emigration-event,t:time:YEAR
18002,836,12,St,subj:emigration-event,t:location:NAME
18002,837,13,Johns,subj:emigration-event,t:location:NAME
18002,838,14,NB,subj:emigration-event,t:location:NAME
18002,839,15,per,subj:emigration-event,t:emigration:VIA
18002,840,16,Brig,subj:emigration-event,t:emigration:VESSEL
18002,841,17,Wm,subj:emigration-event,t:emigration:VESSEL
18002,842,18,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
18002,843,19,Derry,subj:emigration-event,t:location:NAME
18002,844,20,-,delimiter:thematic,delimiter:thematic
18002,845,21,Fa,fam:parents,t:person:FATHER
18002,846,22,dead,fam:parents,t:person:IS_DEAD
18002,847,23,",",fam:parents,t:DELIMITER
18002,848,24,Danl,fam:parents,t:person:NAME
18002,849,25,",",fam:parents,t:DELIMITER
18002,850,26,Mo,fam:parents,t:person:MOTHER
18002,851,27,in,fam:parents,t:person:LOCATED_IN
18002,852,28,NY,fam:parents,t:location:NAME
18002,853,29,",",fam:parents,t:DELIMITER
18002,854,30,Marg,fam:parents,t:person:NAME
18002,855,31,,fam:parents,t:person:NAME
18002,856,32,t,fam:parents,t:person:NAME
18002,857,33,Maguire,fam:parents,t:person:NAME
18002,858,34,",",delimiter:thematic,delimiter:thematic
18002,859,35,2,fam:siblings,t:person:NUMBER
18002,860,36,Bro,fam:siblings,t:person:BROTHERS
18002,861,37,in,fam:siblings,t:person:LOCATED_IN
18002,862,38,NY,fam:siblings,t:location:NAME
18002,863,39,",",fam:siblings,t:DELIMITER
18002,864,40,Dan,fam:siblings,t:person:NAME
18002,865,41,,fam:siblings,t:person:NAME
18002,866,42,l,fam:siblings,t:person:NAME
18002,867,43,&,fam:siblings,t:DELIMITER
18002,868,44,_,fam:siblings,t:BLANK
18002,869,45,_,fam:siblings,t:BLANK
18002,870,46,_,fam:siblings,t:BLANK
18002,871,47,",",fam:siblings,t:DELIMITER
18002,872,48,2,fam:siblings,t:person:NUMBER
18002,873,49,Sis,fam:siblings,t:person:SISTERS
18002,874,50,_,fam:siblings,t:BLANK
18002,875,51,_,fam:siblings,t:BLANK
18002,876,52,_,fam:siblings,t:BLANK
18002,877,53,",",fam:siblings,t:DELIMITER
18002,878,54,_,fam:siblings,t:BLANK
18002,879,55,_,fam:siblings,t:BLANK
18002,880,56,_,fam:siblings,t:BLANK
18002,881,57,-,delimiter:thematic,delimiter:thematic
18002,882,58,see,meta:record-reference,t:meta:SEE
18002,883,59,2871,meta:record-reference,t:meta:ACCOUNT_NUMBER
18002,884,60,END,END,END
19002,885,0,START,START,START
19002,886,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
19002,887,2,of,subj:native-of,t:rel:IS_NATIVE_OF
19002,888,3,Dublin,subj:native-of,t:location:NAME
19002,889,4,",",subj:native-of,t:location:NAME
19002,890,5,Ire,subj:native-of,t:location:NAME
19002,891,6,-,delimiter:thematic,delimiter:thematic
19002,892,7,Arr,subj:emigration-event,t:emigration:ARRIVED
19002,893,8,Sep,subj:emigration-event,t:time:MONTH
19002,894,9,1853,subj:emigration-event,t:time:YEAR
19002,895,10,per,subj:emigration-event,t:emigration:VIA
19002,896,11,Forest,subj:emigration-event,t:emigration:VESSEL
19002,897,12,State,subj:emigration-event,t:emigration:VESSEL
19002,898,13,-,delimiter:thematic,delimiter:thematic
19002,899,14,Is,fam:spouse,t:rel:IS_WIDOW_OF
19002,900,15,a,fam:spouse,t:rel:IS_WIDOW_OF
19002,901,16,Widow,fam:spouse,t:rel:IS_WIDOW_OF
19002,902,17,of,fam:spouse,t:rel:IS_WIDOW_OF
19002,903,18,Fras,fam:spouse,t:person:NAME
19002,904,19,Lemmon,fam:spouse,t:person:NAME
19002,905,20,-,delimiter:thematic,delimiter:thematic
19002,906,21,1,fam:children,t:person:NUMBER
19002,907,22,Ch,fam:children,t:person:CHILDREN
19002,908,23,Fras,fam:children,t:person:NAME
19002,909,24,END,END,END
9061,910,0,START,START,START
9061,911,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
9061,912,2,of,subj:native-of,t:rel:IS_NATIVE_OF
9061,913,3,Catskill,subj:native-of,t:location:NAME
9061,914,4,",",subj:native-of,t:location:NAME
9061,915,5,NY,subj:native-of,t:location:NAME
9061,916,6,-,delimiter:thematic,delimiter:thematic
9061,917,7,Par,fam:parents,t:person:PARENTS
9061,918,8,dead,fam:parents,t:person:IS_DEAD
9061,919,9,",",fam:parents,delimiter:thematic
9061,920,10,Fa,fam:parents,t:person:FATHER
9061,921,11,Caleb,fam:parents,t:person:NAME
9061,922,12,Benton,fam:parents,t:person:NAME
9061,923,13,",",fam:parents,t:DELIMITER
9061,924,14,Mo,fam:parents,t:person:MOTHER
9061,925,15,Sarah,fam:parents,t:person:NAME
9061,926,16,Beeke,fam:parents,t:person:NAME
9061,927,17,",",delimiter:thematic,t:DELIMITER
9061,928,18,1,fam:siblings,t:person:NUMBER
9061,929,19,Bro,fam:siblings,t:person:BROTHERS
9061,930,20,Louis,fam:siblings,t:person:NAME
9061,931,21,",",fam:siblings,t:DELIMITER
9061,932,22,no,fam:siblings,t:person:NUMBER
9061,933,23,Sis,fam:siblings,t:person:SISTERS
9061,934,24,",",delimiter:thematic,t:DELIMITER
9061,935,25,Is,fam:spouse,t:rel:HAS_SPOUSE
9061,936,26,Mar,fam:spouse,t:rel:HAS_SPOUSE
9061,937,27,to,fam:spouse,t:rel:HAS_SPOUSE
9061,938,28,Dr,fam:spouse,t:person:NAME
9061,939,29,.,fam:spouse,t:person:NAME
9061,940,30,James,fam:spouse,t:person:NAME
9061,941,31,Mairs,fam:spouse,t:person:NAME
9061,942,32,",",delimiter:thematic,delimiter:thematic
9061,943,33,6,fam:children,t:person:NUMBER
9061,944,34,Ch,fam:children,t:person:CHILDREN
9061,945,35,",",fam:children,t:DELIMITER
9061,946,36,Eliza,fam:children,t:person:NAME
9061,947,37,",",fam:children,t:DELIMITER
9061,948,38,James,fam:children,t:person:NAME
9061,949,39,",",fam:children,t:DELIMITER
9061,950,40,Sarah,fam:children,t:person:NAME
9061,951,41,",",fam:children,t:DELIMITER
9061,952,42,Chas,fam:children,t:person:NAME
9061,953,43,&,fam:children,t:DELIMITER
9061,954,44,Mary,fam:children,t:person:NAME
9061,955,45,",",fam:children,t:DELIMITER
9061,956,46,Stella,fam:children,t:person:NAME
9061,957,47,-,delimiter:thematic,delimiter:thematic
9061,958,48,see,meta:record-reference,t:meta:SEE
9061,959,49,4713,meta:record-reference,t:meta:ACCOUNT_NUMBER
9061,960,50,",",meta:record-reference,t:DELIMITER
9061,961,51,9061,meta:record-reference,t:meta:ACCOUNT_NUMBER
9061,962,52,",",meta:record-reference,t:DELIMITER
9061,963,53,11533,meta:record-reference,t:meta:ACCOUNT_NUMBER
9061,964,54,END,END,END
10018,965,0,START,START,START
10018,966,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
10018,967,2,of,subj:native-of,t:rel:IS_NATIVE_OF
10018,968,3,Gort,subj:native-of,t:location:NAME
10018,969,4,",",subj:native-of,t:location:NAME
10018,970,5,Co,subj:native-of,t:location:NAME
10018,971,6,Galway,subj:native-of,t:location:NAME
10018,972,7,",",subj:native-of,t:location:NAME
10018,973,8,Ire,subj:native-of,t:location:NAME
10018,974,9,-,delimiter:thematic,delimiter:thematic
10018,975,10,Arr,subj:emigration-event,t:emigration:ARRIVED
10018,976,11,May,subj:emigration-event,t:time:MONTH
10018,977,12,1,subj:emigration-event,t:time:DATE
10018,978,13,",",subj:emigration-event,t:DELIMITER
10018,979,14,1853,subj:emigration-event,t:time:YEAR
10018,980,15,per,subj:emigration-event,t:emigration:VIA
10018,981,16,ship,subj:emigration-event,t:emigration:VIA
10018,982,17,Abby,subj:emigration-event,t:emigration:VESSEL
10018,983,18,Blanchard,subj:emigration-event,t:emigration:VESSEL
10018,984,19,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
10018,985,20,LP,subj:emigration-event,t:location:NAME
10018,986,21,-,delimiter:thematic,delimiter:thematic
10018,987,22,Fa,fam:parents,t:person:FATHER
10018,988,23,dead,fam:parents,t:person:IS_DEAD
10018,989,24,",",fam:parents,t:DELIMITER
10018,990,25,Hugh,fam:parents,t:person:NAME
10018,991,26,Banfill,fam:parents,t:person:NAME
10018,992,27,",",fam:parents,t:DELIMITER
10018,993,28,Mo,fam:parents,t:person:MOTHER
10018,994,29,in,fam:parents,t:person:LOCATED_IN
10018,995,30,Ire,fam:parents,t:location:NAME
10018,996,31,Mary,fam:parents,t:person:NAME
10018,997,32,Craven,fam:parents,t:person:NAME
10018,998,33,-,delimiter:thematic,delimiter:thematic
10018,999,34,Is,subj:marital-status,t:person:IS_SINGLE
10018,1000,35,Single,subj:marital-status,t:person:IS_SINGLE
10018,1001,36,-,delimiter:thematic,delimiter:thematic
10018,1002,37,Arr,subj:emigration-event,t:emigration:ARRIVED
10018,1003,38,Arr,subj:emigration-event,t:emigration:ARRIVED
10018,1004,39,May,subj:emigration-event,t:time:MONTH
10018,1005,40,20,subj:emigration-event,t:time:DATE
10018,1006,41,",",subj:emigration-event,t:DELIMITER
10018,1007,42,1854,subj:emigration-event,t:time:YEAR
10018,1008,43,per,subj:emigration-event,t:emigration:VIA
10018,1009,44,ship,subj:emigration-event,t:emigration:VIA
10018,1010,45,Lucy,subj:emigration-event,t:emigration:VESSEL
10018,1011,46,-,delimiter:thematic,delimiter:thematic
10018,1012,47,Husband,fam:spouse,t:person:HUSBAND
10018,1013,48,dead,fam:spouse,t:person:IS_DEAD
10018,1014,49,",",fam:spouse,t:DELIMITER
10018,1015,50,Patrick,fam:spouse,t:person:NAME
10018,1016,51,Ruberry,fam:spouse,t:person:NAME
10018,1017,52,",",delimiter:thematic,delimiter:thematic
10018,1018,53,1,fam:children,t:person:NUMBER
10018,1019,54,son,fam:children,t:person:SON
10018,1020,55,Michl,fam:children,t:person:NAME
10018,1021,56,.,fam:children,t:person:NAME
10018,1022,57,END,END,END
20900,1023,0,START,START,END
20900,1024,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
20900,1025,2,of,subj:native-of,t:rel:IS_NATIVE_OF
20900,1026,3,Portadown,subj:native-of,t:location:NAME
20900,1027,4,",",subj:native-of,t:location:NAME
20900,1028,5,Co,subj:native-of,t:location:NAME
20900,1029,6,Armagh,subj:native-of,t:location:NAME
20900,1030,7,",",subj:native-of,t:location:NAME
20900,1031,8,Ire,subj:native-of,t:location:NAME
20900,1032,9,-,delimiter:thematic,delimiter:thematic
20900,1033,10,Arr,subj:emigration-event,t:emigration:ARRIVED
20900,1034,11,NY,subj:emigration-event,t:location:NAME
20900,1035,12,Sep,subj:emigration-event,t:time:MONTH
20900,1036,13,22,subj:emigration-event,t:time:DATE
20900,1037,14,1849,subj:emigration-event,t:time:YEAR
20900,1038,15,per,subj:emigration-event,t:emigration:VIA
20900,1039,16,ship,subj:emigration-event,t:emigration:VIA
20900,1040,17,Reinzie,subj:emigration-event,t:emigration:VESSEL
20900,1041,18,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
20900,1042,19,Belfast,subj:emigration-event,t:location:NAME
20900,1043,20,-,delimiter:thematic,delimiter:thematic
20900,1044,21,Fa,fam:parents,t:person:FATHER
20900,1045,22,in,fam:parents,t:person:LOCATED_IN
20900,1046,23,Stephensville,fam:parents,t:location:NAME
20900,1047,24,",",fam:parents,t:location:NAME
20900,1048,25,Sullivan,fam:parents,t:location:NAME
20900,1049,26,",",fam:parents,t:location:NAME
20900,1050,27,Co,fam:parents,t:location:NAME
20900,1051,28,Ms,fam:parents,t:location:NAME
20900,1052,29,",",fam:parents,t:DELIMITER
20900,1053,30,John,fam:parents,t:person:NAME
20900,1054,31,",",fam:parents,t:DELIMITER
20900,1055,32,Mo,fam:parents,t:person:MOTHER
20900,1056,33,dead,fam:parents,t:person:IS_DEAD
20900,1057,34,",",fam:parents,t:DELIMITER
20900,1058,35,Ann,fam:parents,t:person:NAME
20900,1059,36,McGee,fam:parents,t:person:NAME
20900,1060,37,-,delimiter:thematic,delimiter:thematic
20900,1061,38,no,fam:siblings,t:person:NUMBER
20900,1062,39,Bro,fam:siblings,t:person:BROTHERS
20900,1063,40,or,fam:siblings,t:person:NUMBER
20900,1064,41,Sis,fam:siblings,t:person:SISTERS
20900,1065,42,-,delimiter:thematic,delimiter:thematic
20900,1066,43,is,subj:marital-status,t:person:IS_SINGLE
20900,1067,44,Single,subj:marital-status,t:person:IS_SINGLE
20900,1068,45,-,delimiter:thematic,delimiter:thematic
20900,1069,46,see,meta:record-reference,t:meta:SEE
20900,1070,47,5621,meta:record-reference,t:meta:ACCOUNT_NUMBER
20900,1071,48,END,meta:record-reference,END
85,1072,0,START,START,START
85,1073,1,From,subj:native-of,t:rel:IS_NATIVE_OF
85,1074,2,Co,subj:native-of,t:location:NAME
85,1075,3,Roscommon,subj:native-of,t:location:NAME
85,1076,4,-,delimiter:thematic,delimiter:thematic
85,1077,5,3,subj:biographical-note,t:time:DURATION_VALUE
85,1078,6,yrs,subj:biographical-note,t:time:DURATION_YEAR
